time,open,high,low,close,vwap,volume,count
1661731200,19547.29,20402.81,19547.29,20293.74,20035.78,120.96393717,1904
1661817600,20269.01,20572.22,19574.22,19795.03,20077.78,150.01696491,2257
1661904000,19809.70,20463.40,19809.70,20049.87,20230.08,119.50678518,1858
1661990400,20044.89,20191.25,19588.29,20125.20,19885.46,55.06691172,1683
1662076800,20104.82,20455.70,19773.26,19964.07,20119.55,66.13287425,1497
1662163200,19976.76,20040.89,19670.74,19830.13,19784.74,50.19280803,985
1662249600,19831.81,20004.47,19606.20,19998.71,19824.76,35.97762474,1063
1662336000,20013.07,20051.37,19653.13,19796.27,19782.40,60.57988519,1253
1662422400,19806.20,20163.84,18650.00,18801.00,19433.36,277.09666708,3349
1662508800,18800.00,19450.00,18542.79,19282.81,18899.57,107.03165792,2580
1662595200,19282.81,19437.69,19031.19,19332.31,19245.04,78.16496883,1821
1662681600,19326.97,21564.31,19308.34,21379.62,20859.66,253.96043711,4530
1662768000,21382.97,21800.00,21151.36,21659.67,21474.67,169.81802197,2313
1662854400,21658.79,21850.21,21371.62,21850.21,21605.32,92.02632429,1635
1662940800,21823.33,22495.00,21581.71,22397.14,22154.71,189.86266478,3202
1663027200,22395.01,22767.39,19895.23,20181.63,21473.02,301.92180131,4160
1663113600,20172.05,20513.34,19605.26,20234.83,20057.45,227.81785054,2979
1663200000,20216.37,20339.34,19529.68,19688.96,19938.33,127.44643353,2779
1663286400,19688.96,19877.15,19347.87,19779.90,19579.88,232.88466581,2167
1663372800,19798.23,20179.61,19769.66,20122.85,19962.78,143.22962124,2488
1663459200,20090.80,20092.10,19359.60,19415.79,19714.70,57.08234659,1440
1663545600,19418.13,19666.95,18279.88,19576.86,18849.50,257.68295860,4018
1663632000,19560.96,19617.08,18742.62,18896.93,19173.28,118.23824136,2286
1663718400,18880.90,19867.28,18167.98,18502.93,19040.92,358.93672271,4051
1663804800,18470.68,19500.00,18379.17,19417.53,19038.41,111.69674356,2476
1663891200,19411.36,19475.50,18553.70,19298.91,19027.92,114.80691338,2231
1663977600,19291.28,19293.06,18822.42,18928.57,19088.90,61.40730769,1142
1664064000,18919.58,19154.18,18654.61,18800.43,18935.52,107.10280278,1289
1664150400,18779.07,19303.03,18705.09,19235.58,19132.70,103.02824346,1795
1664236800,19226.56,20362.20,18832.86,19100.58,19837.18,212.91062884,3280
1664323200,19094.49,19799.40,18480.12,19410.36,19224.96,222.59704873,2936
1664409600,19417.81,19624.61,18827.98,19591.76,19363.48,188.36967793,2827
1664496000,19600.00,20192.76,19166.67,19424.19,19576.84,196.42357998,3517
1664582400,19459.70,19469.13,19188.41,19322.21,19320.86,81.48892285,1464
1664668800,19321.65,19385.03,18939.90,19053.11,19205.05,82.68319070,1871
1664755200,19075.75,19700.00,19000.82,19633.49,19390.07,83.45087384,1762
1664841600,19620.61,20500.00,19512.71,20340.50,20030.05,239.52222210,2425
1664928000,20338.87,20346.27,19738.80,20188.16,20103.77,93.52541397,1526
1665014400,20148.44,20444.79,19896.15,19950.53,20193.95,223.81884981,1603
1665100800,19985.74,20054.34,19347.87,19553.48,19740.77,95.27445632,1357
1665187200,19532.55,19619.81,19229.29,19415.15,19444.62,49.70930940,1046
1665273600,19435.28,19551.08,19336.10,19448.40,19433.50,52.27194851,896
1665360000,19438.19,19534.68,19026.90,19144.05,19285.60,65.46862736,1400
1665446400,19126.93,19251.91,18875.00,19034.99,19053.12,64.34735556,1420
1665532800,19029.66,19217.49,18999.78,19153.44,19118.63,33.07348533,898
1665619200,19151.48,19500.00,18156.61,19382.75,18749.53,219.90140903,3246
1665705600,19387.28,19933.00,19059.20,19192.25,19529.09,137.68391796,1762
1665792000,19191.48,19221.07,18978.90,19073.32,19103.34,62.22826620,752
1665878400,19088.24,19413.41,19088.24,19258.76,19193.77,51.50723196,848
1665964800,19274.66,19660.05,19170.43,19572.07,19476.17,64.37544021,1106
1666051200,19552.83,19701.54,19102.91,19327.09,19435.25,79.71708112,1203
1666137600,19330.77,19347.41,19100.00,19128.55,19232.26,44.86070452,805
1666224000,19131.11,19326.44,18926.65,19044.23,19112.15,45.51261767,832
1666310400,19047.64,19239.97,18659.62,19181.04,18956.08,120.77492309,1279
1666396800,19168.09,19261.60,19118.15,19205.14,19179.47,21.07317076,466
1666483200,19215.83,19673.75,19099.16,19541.67,19427.34,50.41736832,692
1666569600,19565.40,19583.55,19164.26,19332.69,19335.18,52.54070031,912
1666656000,19314.85,20399.99,19255.97,20093.97,19833.48,176.59820759,1747
1666742400,20114.31,21000.00,20080.51,20769.78,20643.26,164.55327032,2078
1666828800,20769.37,20879.53,20221.55,20289.09,20594.06,100.28809268,1331
1666915200,20293.02,20730.77,20043.33,20611.62,20426.84,96.86056966,1344
1667001600,20582.58,21059.10,20578.34,20817.86,20790.64,65.45181876,1187
1667088000,20833.61,20925.28,20534.63,20631.21,20707.16,71.12304490,1043
1667174400,20638.80,20823.53,20261.00,20498.14,20483.97,49.60206777,1148
1667260800,20478.07,20684.17,20352.84,20484.87,20500.13,53.86883253,1199
1667347200,20477.26,20827.38,20068.98,20136.73,20416.11,127.01097398,1864
1667433600,20146.57,20391.97,20063.67,20194.60,20256.36,36.99486834,1089
1667520000,20189.59,21270.57,20189.59,21149.58,20816.28,110.46063762,2132
1667606400,21143.49,21496.30,21110.74,21284.92,21362.47,74.49062690,1403
1667692800,21305.36,21357.26,20913.39,20927.38,21162.37,31.71806035,930
1667779200,20920.30,21043.22,20384.80,20593.55,20756.03,130.58754033,1616
1667865600,20611.94,20712.49,17317.00,18559.51,18869.85,956.27311294,10686
1667952000,18524.41,18580.01,15543.84,15890.55,16842.35,837.25053914,7391
1668038400,15905.66,18130.30,15750.00,17575.81,17051.58,517.96157879,4786
1668124800,17569.76,17649.94,16355.89,17005.81,16996.73,336.57675725,2985
1668211200,17036.04,17072.10,16599.53,16785.43,16766.18,176.14562808,1539
1668297600,16787.28,16922.10,16237.44,16312.70,16537.76,270.22737117,2336
1668384000,16312.70,17209.46,15805.36,16590.00,16491.95,316.29481623,3124
1668470400,16602.06,17079.90,16521.85,16877.08,16834.71,183.78685891,2109
1668556800,16883.81,16996.70,16376.64,16666.92,16628.34,167.80405059,2289
1668643200,16660.01,16732.21,16416.00,16686.57,16611.61,189.04377396,2285
1668729600,16679.50,16966.22,16530.16,16689.40,16722.02,230.79181006,1936
1668816000,16685.48,16799.81,16542.26,16675.00,16635.73,90.40741805,1237
1668902400,16689.43,16735.58,16174.65,16251.71,16502.32,157.76248851,1668
1668988800,16261.59,16261.70,15486.80,15765.89,15905.74,344.46798097,3326
1669075200,15765.49,16276.47,15605.89,16192.82,16059.44,262.45776817,2459
1669161600,16192.83,16700.56,16126.20,16560.32,16455.62,152.56051358,1978
1669248000,16593.74,16797.70,16467.41,16610.00,16620.54,100.80440711,1588
1669334400,16594.64,16625.59,16349.30,16516.20,16493.78,102.37164720,1354
1669420800,16516.39,16675.00,16393.52,16446.14,16583.73,46.50905255,956
1669507200,16457.78,16715.87,16390.86,16433.22,16555.81,91.85326411,1171
1669593600,16424.96,16469.99,16000.01,16203.05,16207.11,148.87717176,1906
1669680000,16210.76,16520.03,16114.48,16437.03,16401.27,112.64900404,1489
1669766400,16443.51,17233.70,16431.74,17191.14,16958.51,216.34526348,2305
1669852800,17173.32,17399.99,16874.18,16961.72,17073.79,129.29565650,1985
1669939200,16983.31,17096.46,16803.77,17081.62,16963.39,118.41515584,1472
1670025600,17081.62,17180.01,16877.03,16900.13,17001.02,72.64750230,1149
1670112000,16891.59,17288.61,16881.39,17112.08,17058.08,83.32896749,1183
1670198400,17115.38,17404.67,16890.00,16961.15,17121.28,190.24011771,1825
1670284800,16971.73,17094.03,16928.13,17092.66,17001.56,137.28996583,1427
1670371200,17097.87,17129.56,16704.11,16844.77,16852.67,52.41694069,1159
1670457600,16838.15,17283.75,16701.16,17222.19,16950.64,240.42280758,1565
1670544000,17236.54,17358.00,17081.62,17122.75,17194.99,67.41701778,1006
1670630400,17123.90,17217.57,17110.99,17119.45,17170.73,22.44369236,607
1670716800,17124.63,17253.17,17092.00,17096.21,17153.61,52.37864899,855
1670803200,17092.01,17231.56,16884.24,17227.58,17066.60,168.22717293,1319
1670889600,17219.92,17992.07,17106.20,17779.31,17520.96,386.03335355,2723
1670976000,17776.62,18380.00,17683.02,17816.05,17949.45,332.96460625,2308
1671062400,17813.67,17857.82,17287.00,17367.65,17528.02,257.45161139,1683
1671148800,17368.25,17524.98,16548.41,16654.53,16977.78,184.02970332,2244
1671235200,16613.70,16850.00,16600.00,16788.16,16733.65,69.79656244,946
1671321600,16786.81,16850.00,16647.70,16747.03,16722.12,68.32451330,842
1671408000,16764.02,16811.70,16283.01,16432.05,16615.65,117.87140455,1347
1671494400,16436.80,17040.00,16403.74,16911.47,16804.00,104.73773444,1406
1671580800,16910.00,16922.06,16000.00,16820.71,16747.84,128.08615644,1309
1671667200,16822.18,16864.28,16577.58,16814.28,16742.29,66.23665177,1006
1671753600,16816.00,16937.39,16747.46,16758.05,16815.41,45.98892652,952
1671840000,16773.32,16865.00,16773.32,16839.88,16833.27,73.24277687,649
1671926400,16837.85,16849.94,16730.31,16824.17,16792.32,42.17297086,565
1672012800,16833.75,16933.90,16786.38,16922.54,16838.37,65.52731905,772
1672099200,16921.64,16967.85,16597.14,16699.02,16798.39,137.38319123,1071
1672185600,16702.42,16776.13,16467.45,16546.83,16631.08,65.97667455,1067
1672272000,16545.95,16650.00,16495.04,16634.01,16592.19,67.36810068,874
1672358400,16631.18,16646.84,16331.14,16604.61,16529.26,93.20034440,1058
1672444800,16602.99,16652.55,16485.71,16534.06,16570.31,93.33292623,774
1672531200,16535.97,16634.53,16490.76,16603.73,16550.48,124.66133179,814
1672617600,16619.13,16773.39,16557.65,16667.31,16698.93,55.29620106,860
1672704000,16674.32,16765.70,16604.17,16666.16,16698.46,86.84285381,942
1672790400,16671.66,16999.00,16650.38,16854.81,16855.97,106.08625763,1152
1672876800,16856.02,16867.98,16768.76,16831.18,16830.76,82.95285407,970
1672963200,16831.18,17011.92,16700.00,16955.08,16842.14,107.04671619,1187
1673049600,16955.26,17073.19,16903.24,16948.52,16954.85,72.80648624,729
1673136000,16947.24,17150.25,16919.69,17125.53,16969.24,74.68392919,898
1673222400,17125.53,17400.00,17115.00,17193.43,17282.03,245.75318819,1861
1673308800,17181.93,17492.50,17150.64,17446.69,17357.50,134.91476461,1412
1673395200,17446.28,17981.16,17325.02,17957.11,17523.38,98.36373185,1356
1673481600,17946.16,19100.00,17915.60,18856.06,18410.83,294.01263699,3075
1673568000,18856.07,19987.99,18719.68,19925.53,19293.54,280.61279097,2145
1673654400,19925.54,21320.00,19919.81,20963.23,20834.23,396.19290208,3270
1673740800,20964.55,21036.06,20578.15,20870.00,20779.62,212.65231931,1458
1673827200,20883.63,21484.70,20626.51,21166.87,21017.44,187.25848827,1951
1673913600,21195.67,21594.77,20872.35,21142.88,21294.05,174.02899010,1634
1674000000,21141.12,21624.80,20427.43,20668.56,21097.68,238.59299038,2637
1674086400,20664.40,21160.92,20659.48,21080.79,20860.82,116.85470255,1406
1674172800,21087.43,22729.57,20868.17,22693.52,21851.56,250.56375308,2138
1674259200,22672.93,23351.24,22447.08,22771.12,22960.59,205.67674553,2608
1674345600,22768.85,23094.47,22311.43,22718.09,22735.48,156.53978464,1706
1674432000,22716.41,23149.37,22548.90,22926.81,22887.86,112.09332052,1643
1674518400,22918.04,23165.77,22472.06,22635.72,22911.35,140.90588190,1543
1674604800,22620.79,23821.04,22352.26,23098.84,22870.41,208.59474875,1987
1674691200,23099.75,23261.75,22827.82,23014.14,23023.27,137.39726184,1284
1674777600,23025.03,23505.77,22529.27,23083.51,23003.76,166.47808513,1598
1674864000,23092.06,23172.49,22902.61,23041.43,23042.58,78.74484917,794
1674950400,23032.53,23953.23,22986.52,23755.71,23506.24,99.47102955,1573
1675036800,23749.55,23789.75,22516.24,22840.73,23071.26,189.94752205,1948
1675123200,22831.99,23296.27,22741.81,23131.41,23016.35,80.89636535,1305
1675209600,23132.16,23811.38,22741.02,23738.23,23302.95,173.45950715,1669
1675296000,23742.68,24239.10,23381.62,23435.60,23827.78,197.55081397,1849
1675382400,23501.58,23714.27,23239.72,23433.06,23460.00,101.98426579,1143
1675468800,23428.99,23572.46,23278.29,23315.21,23408.33,47.59124483,629
1675555200,23330.70,23422.10,22772.22,22934.91,23095.74,122.76040977,1370
1675641600,22942.01,23141.95,22644.07,22766.62,22912.63,64.42046956,1187
1675728000,22762.65,23334.55,22757.53,23253.92,22988.55,114.71087352,1566
1675814400,23247.52,23430.58,22675.00,22940.32,23039.60,129.98417164,1512
1675900800,22962.97,23000.04,21717.60,21802.49,22221.32,134.88722202,2096
1675987200,21809.86,21933.74,21477.00,21630.91,21763.65,106.54762042,1814
1676073600,21635.28,21893.47,21614.17,21867.44,21712.77,57.63935794,751
1676160000,21871.58,22076.17,21644.25,21757.37,21848.04,65.76472252,783
1676246400,21791.69,21901.54,21397.81,21799.11,21639.01,117.36865809,1261
1676332800,21799.11,22338.00,21579.17,22216.46,21960.47,73.31411855,1182
1676419200,22211.60,24346.79,22072.03,24330.43,23210.95,179.67737326,1896
1676505600,24332.38,25255.00,23168.13,23593.97,24542.24,360.72295913,2836
1676592000,23525.01,24994.87,23371.54,24573.28,24205.75,197.60894832,2374
1676678400,24578.97,24854.76,24465.72,24645.20,24624.11,46.79436128,706
1676764800,24641.40,25165.35,24203.83,24284.78,24661.68,105.74902956,1305
1676851200,24285.30,25093.76,23857.74,24812.62,24761.92,151.83928447,1926
1676937600,24826.63,25241.24,24178.22,24452.92,24621.98,200.77652404,2203
1677024000,24455.63,24455.63,23600.00,24170.20,23984.23,213.91287340,1976
1677110400,24184.48,24609.00,23630.30,23946.10,24203.43,282.20901918,2176
1677196800,23946.77,24106.45,22850.00,23192.14,23446.37,130.32205621,1638
1677283200,23193.46,23202.74,22780.98,23159.51,23033.92,89.90410327,1292
1677369600,23162.67,23666.00,23081.62,23565.54,23387.90,64.83515921,1244
1677456000,23558.88,23873.52,23098.60,23504.52,23426.40,94.79579955,1879
1677542400,23496.33,23591.40,23047.81,23138.43,23336.23,157.41274163,1630
1677628800,23151.53,23978.40,23048.00,23646.22,23660.33,309.57080411,2269
1677715200,23633.22,23768.36,23210.26,23467.29,23374.98,77.34161191,1225
1677801600,23470.16,23476.34,22000.00,22355.81,22422.01,186.45024125,2363
1677888000,22360.20,22643.99,22173.81,22345.94,22378.14,108.43270194,1011
1677974400,22349.89,22634.15,22197.31,22426.74,22414.51,114.06630555,970
1678060800,22433.56,22587.29,22265.53,22401.26,22422.55,112.12806573,1090
1678147200,22409.92,22528.31,21950.76,22193.65,22280.61,135.41387076,1492
1678233600,22201.44,22251.82,21605.43,21692.93,21998.42,105.34700313,1463
1678320000,21701.72,21806.84,20061.00,20357.73,21056.85,222.97911025,3243
1678406400,20365.99,20397.40,19566.28,20286.55,20031.10,759.00832587,6954
1678492800,20282.31,26127.17,20246.32,21276.10,21982.49,3902.71734427,42726
1678579200,21299.18,22649.02,20831.43,22377.57,21484.92,728.44842523,8000
1678665600,22362.02,24700.00,22117.59,24213.60,23502.26,530.21561540,7521
1678752000,24230.58,26630.69,24100.36,24767.50,25235.95,395.20711845,7641
1678838400,24786.76,25241.24,23977.48,24369.12,24708.93,152.51984684,3456
1678924800,24379.78,25204.41,24242.13,25056.25,24892.47,130.75804805,2550
1679011200,25044.56,27822.88,24918.40,27426.48,26372.07,361.15304949,5514
1679097600,27455.51,27756.58,26657.50,26975.28,27351.11,160.69276307,3151
1679184000,26971.69,28450.00,26869.00,28043.21,27888.38,182.73590565,3356
1679270400,28059.92,28548.25,27218.13,27822.95,27930.69,197.51283219,4062
1679356800,27832.15,28501.59,27419.16,28225.80,28075.94,215.69724737,3370
1679443200,28195.59,28975.45,26702.45,27356.36,28228.70,400.52865349,5652
1679529600,27329.30,28780.92,27210.15,28354.79,27985.36,156.47753989,2817
1679616000,28349.89,28407.50,27086.64,27497.12,27922.25,138.28979146,2844
1679702400,27503.87,27793.88,27200.01,27491.03,27577.30,80.45550694,1280
1679788800,27491.00,28197.93,27459.12,28002.88,27804.11,50.02846376,1214
1679875200,28000.62,28042.17,26562.47,27173.21,27364.23,145.80308350,2441
1679961600,27139.01,27527.50,26682.71,27268.81,27051.43,75.45677269,1561
1680048000,27277.98,28623.00,27277.98,28350.01,28243.21,156.84410257,3068
1680134400,28358.92,29153.69,27733.11,28034.07,28476.15,110.59304139,2456
1680220800,28034.55,28675.99,27539.88,28485.09,28224.02,104.81596394,2017
1680307200,28483.94,28780.92,28232.91,28482.07,28473.47,40.73019604,1236
1680393600,28482.08,28493.56,27899.42,28183.00,28212.00,29.82486934,998
1680480000,28187.18,28489.55,27251.15,27793.63,27905.73,138.34805474,2679
1680566400,27812.00,28412.75,27706.24,28183.51,28144.05,103.55325187,1541
1680652800,28178.93,28785.53,27842.97,28182.36,28333.69,138.79662972,2238
1680739200,28180.53,28180.53,27687.70,28036.35,27929.68,56.41762373,1262
1680825600,28050.56,28113.79,27812.01,27922.61,27911.10,30.96364630,815
1680912000,27928.11,28163.07,27874.67,27944.53,27997.93,29.55594322,3264
1680998400,27959.65,28515.18,27844.28,28342.67,28224.11,14.79111658,669
1681084800,28349.77,29886.17,28211.38,29626.87,29006.57,109.68401482,1805
1681171200,29667.52,30551.00,29622.97,30259.55,30136.13,87.73099804,3007
1681257600,30230.99,30504.20,29737.92,29908.96,29980.28,115.81556664,1820
1681344000,29914.82,30624.66,29909.53,30389.79,30312.16,42.29628844,1261
1681430400,30410.78,31050.80,30042.04,30493.70,30614.43,153.58705015,1828
1681516800,30493.60,30583.06,30231.06,30325.94,30349.06,27.42765696,571
1681603200,30323.21,30553.85,30132.50,30338.00,30342.80,37.06149956,631
1681689600,30327.38,30327.38,29265.70,29428.20,29645.97,83.96700810,1420
1681776000,29453.04,30469.01,29142.08,30400.00,30120.17,145.01186136,1894
1681862400,30394.72,30408.06,28612.07,28820.36,29354.12,116.35277285,2202
1681948800,28804.14,29070.06,27989.23,28253.01,28520.66,122.16170398,1845
1682035200,28239.48,28343.97,27130.93,27271.72,27831.59,129.41720915,2234
1682121600,27253.09,27874.72,27169.21,27817.77,27501.24,35.17414622,857
1682208000,27818.79,27818.79,27352.05,27594.41,27510.38,37.97764036,2387
1682294400,27585.06,27986.58,26976.32,27523.12,27407.10,68.38371970,2246
1682380800,27516.00,28369.59,27218.09,28304.44,27980.50,265.43766060,2099
1682467200,28307.51,29997.00,27292.21,28426.86,28722.46,244.37774766,4197
1682553600,28430.49,29862.38,27534.09,29480.03,29081.74,195.03694230,3410
1682640000,29481.73,29564.44,28942.79,29346.60,29271.42,68.90950378,1327
1682726400,29338.23,29447.67,29073.82,29249.46,29332.99,60.57254371,3989
1682812800,29248.68,29941.57,29124.03,29249.45,29489.34,83.56619264,1376
1682899200,29257.02,29339.86,27681.40,28094.69,28375.01,78.16349542,1504
1682985600,28088.00,28874.77,27894.22,28682.32,28446.15,48.23502725,979
1683072000,28681.59,29267.33,28166.02,29001.19,28603.91,89.21607784,1427
1683158400,29041.04,29358.82,28677.56,28847.31,29021.26,42.55602552,789
1683244800,28857.00,29666.76,28826.60,29542.43,29325.69,101.41875172,1386
1683331200,29542.89,29832.73,28400.00,28912.17,29036.39,63.05594914,1108
1683417600,28904.39,29167.44,28462.87,28462.87,28929.44,63.88346553,787
1683504000,28442.37,28644.28,27304.52,27711.00,27931.37,191.85333764,2126
1683590400,27696.00,27820.99,27368.79,27654.37,27579.66,48.51099302,838
1683676800,27644.89,28335.76,26808.66,27614.39,27615.60,136.63127678,2054
1683763200,27622.37,27623.60,26750.00,26997.08,27178.86,106.41791499,1283
1683849600,26989.67,27072.76,25839.00,26808.53,26449.62,129.18675384,1956
1683936000,26809.22,27030.74,26709.96,26796.25,26815.45,40.30815226,582
1684022400,26791.42,27185.54,26614.60,26928.24,26899.87,26.53016146,599
1684108800,26934.76,27651.85,26758.77,27176.15,27353.43,100.34105211,1169
1684195200,27173.07,27278.09,26881.87,27026.60,27046.80,103.66478570,1111
1684281600,27040.86,27472.69,26571.41,27399.37,26983.71,93.69503398,1155
1684368000,27411.35,27461.79,26373.83,26879.97,26928.55,64.85291970,1082
1684454400,26821.16,27148.30,26662.67,26874.98,26834.30,85.66530575,822
1684540800,26889.93,27145.21,26838.11,27145.21,26955.77,12.78751047,419
1684627200,27117.40,27289.86,26699.98,26756.12,26947.48,22.04623495,713
1684713600,26756.95,27071.17,26543.74,26858.88,26767.98,60.90625379,924
1684800000,26860.64,27480.63,26815.09,27226.41,27307.35,54.62843610,856
1684886400,27225.58,27227.19,26093.51,26345.27,26594.12,112.49580239,1777
1684972800,26337.91,26599.50,25896.52,26481.61,26288.55,67.02320016,1685
1685059200,26482.83,26919.11,26347.37,26720.73,26642.19,86.93528356,1364
1685145600,26723.74,26895.73,26589.00,26895.73,26747.33,10.54334179,604
1685232000,26873.82,28232.15,26812.39,28073.45,27466.51,93.04658218,1460
1685318400,28091.28,28431.32,27559.64,27748.41,27918.96,60.07107320,1134
1685404800,27755.94,28045.32,27587.96,27705.84,27874.61,84.33183968,1361
1685491200,27705.40,27820.89,26869.78,27222.97,27092.71,62.34828503,1265
1685577600,27230.80,27336.53,26621.37,26824.27,26944.04,78.24827551,1337
1685664000,26825.80,27296.90,26529.76,27253.40,27009.17,65.01676755,1594
1685750400,27255.33,27335.97,26952.07,27075.51,27146.44,32.87186552,1663
1685836800,27079.95,27441.94,26973.75,27109.47,27179.30,42.06434143,2243
1685923200,27127.35,27127.35,25414.10,25718.04,26226.59,221.85270166,4227
1686009600,25735.13,27359.12,25385.10,27248.03,26613.68,176.36189594,2556
1686096000,27252.11,27373.03,26147.91,26351.53,26706.79,86.88279603,2357
1686182400,26348.78,26793.59,26248.61,26521.47,26485.53,67.43657093,1360
