time,open,high,low,close,vwap,volume,count
1655251200,22136.3,23456.0,20135.9,22576.3,21153.9,1430.44120804,10744
1655337600,22576.4,22976.7,20253.1,20387.7,21305.8,383.63170126,4149
1655424000,20388.9,21354.9,20265.3,20445.5,20690.9,270.29076507,2950
1655510400,20455.9,20771.0,17630.0,19001.5,18909.2,707.20449288,7766
1655596800,18992.9,20801.8,17981.8,20595.9,19478.8,332.62563367,4601
1655683200,20562.1,21049.3,19662.1,20580.8,20483.1,388.01417570,3950
1655769600,20576.7,21700.0,20398.6,20721.7,21161.5,375.25256670,3610
1655856000,20721.7,20887.4,19757.0,19976.8,20299.0,397.45935671,3426
1655942400,19972.1,21199.1,19894.2,21096.9,20570.4,336.86347714,2888
1656028800,21110.4,21540.4,20752.7,21220.2,21073.4,324.33515456,3113
1656115200,21239.8,21596.0,20936.0,21504.8,21259.7,185.98234881,2140
1656201600,21491.8,21858.5,20999.0,21013.9,21325.8,138.49631978,2030
1656288000,21042.7,21515.5,20522.1,20723.0,21005.3,223.33287495,2784
1656374400,20737.1,21199.9,20219.1,20284.8,20816.0,244.92221031,2473
1656460800,20274.6,20411.7,19882.0,20117.8,20082.4,305.85435677,2839
1656547200,20122.5,20152.8,18659.5,19926.9,19213.6,585.98746025,3856
1656633600,19836.8,20901.0,18986.1,19284.3,19554.3,358.76957876,12153
1656720000,19287.5,19446.3,19000.0,19255.0,19240.3,141.71574008,24771
1656806400,19255.0,19656.0,18787.1,19320.6,19212.7,156.68837910,24784
1656892800,19321.7,20329.8,19064.1,20242.0,19555.2,244.49319979,25740
1656979200,20240.9,20748.0,19315.9,20189.3,19881.0,372.88257702,25976
1657065600,20184.1,20600.0,19787.8,20566.9,20214.8,292.79003253,24904
1657152000,20569.1,21832.0,20270.1,21637.1,20785.0,337.75614662,25947
1657238400,21627.1,22487.3,21200.0,21619.6,21732.1,299.71342403,26452
1657324800,21605.5,21975.5,21344.4,21597.9,21632.7,117.62442134,24697
1657411200,21597.9,21607.6,20675.1,20845.2,21049.5,257.62723403,21971
1657497600,20833.3,20833.3,19904.6,19952.9,20472.9,380.08636473,3124
1657584000,19961.1,20050.7,19260.3,19302.0,19781.4,306.09954112,2630
1657670400,19323.7,20324.2,18936.7,20253.8,19631.1,296.30379759,3036
1657756800,20238.4,20874.3,19654.1,20586.6,20210.0,204.40796955,2230
1657843200,20590.1,21196.8,20386.1,20844.0,20856.7,343.48403002,2114
1657929600,20826.9,21564.4,20479.9,21207.5,20962.6,122.61368368,1684
1658016000,21198.7,21652.1,20768.4,20772.0,21283.6,84.80372258,1481
1658102400,20791.2,22751.6,20773.8,22501.3,22050.3,235.24046035,3639
1658188800,22426.5,23803.1,21600.1,23385.0,22477.3,780.61453757,5011
1658275200,23366.5,24248.0,22902.0,23186.0,23600.0,361.32488308,3925
1658361600,23211.0,23406.0,22364.8,23184.6,22893.1,306.80928879,2872
1658448000,23150.7,23739.4,22512.9,22703.7,23135.5,225.35165088,2641
1658534400,22699.8,22978.4,21955.0,22458.9,22356.8,158.37113966,1812
1658620800,22484.8,22998.7,22298.1,22595.3,22682.1,63.50707239,1362
1658707200,22584.1,22625.2,21275.7,21306.8,21952.2,175.50709785,2606
1658793600,21303.4,21315.6,20725.6,21249.7,20998.2,249.99069358,2420
1658880000,21251.0,23089.3,21049.3,22959.3,21969.6,268.81006713,3268
1658966400,22952.1,24173.0,22600.0,23855.1,23321.5,342.24333587,4029
1659052800,23845.6,24400.0,23424.5,23774.0,23844.1,408.50478745,3192
1659139200,23782.5,24655.3,23520.7,23635.2,24151.7,229.41556612,2564
1659225600,23623.9,24171.8,23233.9,23305.6,23662.7,200.42280783,2186
1659312000,23318.0,23500.0,22860.2,23267.7,23229.8,232.76901877,2475
1659398400,23224.2,23427.2,22669.3,22971.1,22955.4,220.80215920,3371
1659484800,22980.4,23622.0,22700.0,22819.2,23252.9,280.63408088,2302
1659571200,22801.0,23200.1,22412.7,22615.2,22812.8,219.27902784,2384
1659657600,22617.5,23448.4,22614.2,23286.7,23076.7,340.48336825,2866
1659744000,23311.6,23329.9,22931.8,22936.4,23189.0,61.25916733,1248
1659830400,22948.5,23408.0,22861.1,23174.3,23087.7,93.66177496,1378
1659916800,23171.9,24235.0,23171.9,23796.5,23913.2,282.48807260,3275
1660003200,23816.4,23905.9,22880.0,23149.5,23339.8,306.52423540,2582
1660089600,23140.1,24224.3,22678.2,23950.6,23533.4,371.05023816,3733
1660176000,23949.9,24887.6,23878.9,23950.1,24431.6,292.68824564,3075
1660262400,23951.4,24438.2,23610.0,24396.7,23937.2,153.94099482,1935
1660348800,24400.0,24878.4,24317.5,24410.3,24595.6,102.97312395,1602
